Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Valethi Technologies,2,984, Nagpur ,Analytics & KPO,Analytics & KPO | Nagpur +6 other locations,196,4.1
Maahi Milk Producer Company,1,496, Rajkot ,Food Processing,Food Processing | Rajkot +29 other locations,196,4.1
Springbord Systems,6,626, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +11 other locations,196,3.8
Service Master Clean,--,683, New Delhi ,Facility Management Services,Facility Management Services | New Delhi +47 other locations,196,3.8
Tata Asset Management Private Limited,--,950, Mumbai ,Financial Services,Financial Services | Mumbai +53 other locations,196,3.1
Hurix Digital,--,1.1k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +6 other locations,196,3.5
Beckman Coulter,186,1.2k, Bengaluru ,Medical Equipment,Medical Equipment | Bengaluru +18 other locations,196,4.3
Beyond Key,13,623, Indore ,IT Services & Consulting,IT Services & Consulting | Indore +5 other locations,196,3.4
Extentia Information Technology,6,1.4k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +3 other locations,196,3.6
Hospet Steels,--,807, Hosapete ,Iron & Steel,Iron & Steel | Hosapete +9 other locations,196,3.5
Nutanix,17,2.3k, Bengaluru ,Software Product,Software Product | Bengaluru +6 other locations,196,3.5
The Cosmos Co-operative Bank,--,956, Pune ,Banking,Banking | Pune +25 other locations,196,3.4
Amelia,--,796,N/A,N/A,Bengaluru +5 other locations,192,3.1
Hurix Digital,--,1.1k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +6 other locations,196,4.2
Philip Morris International,--,708, New Delhi ,FMCG,FMCG | New Delhi +44 other locations,196,3.6
Hospet Steels,--,807, Hosapete ,Iron & Steel,Iron & Steel | Hosapete +9 other locations,196,3.5
The Cosmos Co-operative Bank,--,956, Pune ,Banking,Banking | Pune +25 other locations,196,3.4
Amelia,--,796,N/A,N/A,Bengaluru +5 other locations,192,4.0
Svasti Microfinance,5,495, Mumbai ,Financial Services,Financial Services | Mumbai +63 other locations,196,3.4
Prasol Chemicals,7,1.2k, Mumbai ,Chemicals,Chemicals | Mumbai +10 other locations,196,3.8
E Pack Polymers,--,826, Greater Noida ,Packaging,Packaging | Greater Noida +18 other locations,196,3.1
Ohmium,15,700, Bengaluru ,Power,Power | Bengaluru +7 other locations,196,3.5
Nutanix,17,2.3k, Bengaluru ,Software Product,Software Product | Bengaluru +6 other locations,196,3.5
Pilot Industries,17,949, New Delhi ,Metals & Mining,Metals & Mining | New Delhi +20 other locations,197,4.1
Windsor Machines,--,810, Ahmedabad ,Industrial Machinery,Industrial Machinery | Ahmedabad +18 other locations,195,3.9
Timex Group India,2,827, Noida ,Metals & Mining,Metals & Mining | Noida +30 other locations,195,4.0
Kohler Power,--,952, Pune ,Power,Power | Pune +13 other locations,195,4.1
InfoService,--,1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +26 other locations,195,4.0
Jubilant Motorworks,--,632, Bengaluru ,Automobile,Automobile | Bengaluru +18 other locations,195,3.7
Merkle Sokrati,--,1.5k, Pune ,Marketing & Advertising,Marketing & Advertising | Pune +3 other locations,192,4.1
Jindal (India) Limited,--,287, Kolkata ,Iron & Steel,Iron & Steel | Kolkata +8 other locations,196,4.0
Manika Plastech Private Limited,2,550, Dehradun ,Building Material,Building Material | Dehradun +16 other locations,197,3.6
Orbit Techsol,18,1.1k, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +21 other locations,195,4.0
Jubilant Motorworks,--,632, Bengaluru ,Automobile,Automobile | Bengaluru +18 other locations,195,4.0
Manika Plastech Private Limited,2,550, Dehradun ,Building Material,Building Material | Dehradun +16 other locations,197,4.1
Jindal (India) Limited,--,287, Kolkata ,Iron & Steel,Iron & Steel | Kolkata +8 other locations,196,4.2
RJ Corp,--,571, Gurugram ,Retail,Retail | Gurugram +38 other locations,195,3.9
Zen3 Info Solutions,--,1.3k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,195,3.9
Roots Multiclean,61,1k, Coimbatore ,Industrial Machinery,Industrial Machinery | Coimbatore +27 other locations,195,3.5
Gulf Spic General Trading & Contracting Company,1,761, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +13 other locations,195,3.8
Getix Health,6,953, Bengaluru ,Analytics & KPO,Analytics & KPO | Bengaluru +6 other locations,195,3.9
University Living Accommodation,26,516, Noida ,Internet,Internet | Noida +6 other locations,195,4.0
Marengo Asia Hospitals,12,392, Gurugram ,Healthcare,Healthcare | Gurugram +6 other locations,195,3.8
Vegrow,5,897, Bengaluru ,Internet,Internet | Bengaluru +26 other locations,195,3.4
OnMobile Global,--,1.4k, Bengaluru ,Telecom,Telecom | Bengaluru +14 other locations,195,3.9
Sri Ramachandra Institute of Higher Education and Research,--,907, Chennai ,Education & Training,Education & Training | Chennai +10 other locations,195,3.9
PP Rolling Mills,6,828, Faridabad ,Industrial Machinery,Industrial Machinery | Faridabad +9 other locations,195,4.6
Vrinsoft Technology,13,232, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +2 other locations,195,3.2
AccSource KPO,1,843, Chennai ,Accounting & Auditing,Accounting & Auditing | Chennai +4 other locations,195,4.1
Food Corporation of India,--,682, New Delhi ,Government,Government | New Delhi +68 other locations,195,3.8
Odisha Power Generation Corporation,--,719, Jharsuguda ,Oil & Gas,Oil & Gas | Jharsuguda +11 other locations,195,3.8
Colruyt Group,9,1.1k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +4 other locations,195,3.6
IIHT,1,859, Bengaluru ,Education & Training,Education & Training | Bengaluru +29 other locations,195,4.0
VDart,8,918, Tiruchirappalli ,IT Services & Consulting,IT Services & Consulting | Tiruchirappalli +6 other locations,195,4.1
Destek Infosolutions,--,215, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +3 other locations,195,3.0
Infojini,13,687, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +11 other locations,195,3.4
Autoline Industries,--,818, Pune ,Auto Components,Auto Components | Pune +20 other locations,195,2.7
Simplify Healthcare,42,1.7k, Pune ,Software Product,Software Product | Pune +3 other locations,195,3.9
India Pesticides,2,786, Lucknow ,Agro Chemicals,Agro Chemicals | Lucknow +22 other locations,195,3.3
Ganesh Grains,2,609, Kolkata ,FMCG,FMCG | Kolkata +22 other locations,195,2.8
Pin Click,11,450, Bengaluru ,Real Estate,Real Estate | Bengaluru +6 other locations,195,4.0
NSL Textiles,--,645, Guntur ,Fashion & Textile,Fashion & Textile | Guntur +14 other locations,195,3.9
Embassy Services,6,937, Bengaluru ,Facility Management Services,Facility Management Services | Bengaluru +16 other locations,198,3.7
Margadarsi Chit Fund,--,647, Hyderabad ,Financial Services,Financial Services | Hyderabad +32 other locations,195,3.0
DNEG CREATIVE SERVICES,10,902, Mumbai ,Animation & VFX,Animation & VFX | Mumbai +15 other locations,195,3.7
DevTown,--,123, Bengaluru ,Education & Training,Education & Training | Bengaluru +12 other locations,194,4.5
Go Speedy Go,1,100, Bhubaneswar ,Automobile,Automobile | Bhubaneswar +12 other locations,194,4.2
DST Worldwide Services,--,930,N/A,N/A,Hyderabad +6 other locations,194,3.9
Indobevs,--,819, New Delhi ,Beverage,Beverage | New Delhi +24 other locations,194,3.4
Anu Industries,1,710, Gurugram ,Packaging,Packaging | Gurugram +14 other locations,194,4.1
Venus Home Appliances,18,644, Chennai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Chennai +33 other locations,194,3.5
Tm Automotive Seating Systems,--,844, Pune ,Auto Components,Auto Components | Pune +14 other locations,194,4.1
Tech Mahindra Foundation,13,565, New Delhi ,Non-Profit,Non-Profit | New Delhi +24 other locations,194,3.2
One Point Solutions,--,1.1k,N/A,N/A,Bengaluru +14 other locations,194,3.2
Nyx-medical Solutions,1,725, Bengaluru ,Analytics & KPO,Analytics & KPO | Bengaluru +7 other locations,194,3.3
Ruby General Hospital,9,691, Kolkata ,Healthcare,Healthcare | Kolkata +6 other locations,194,3.0
RLabs Enterprise Services,--,1.3k, Bengaluru ,Recruitment,Recruitment | Bengaluru +12 other locations,194,3.6
IntelliSmart Infrastructure,6,744, Gurugram ,Power,Power | Gurugram +32 other locations,194,3.2
Eurofins Scientific,386,1.4k, Bengaluru ,"Testing, Inspection and Certification (TIC)","Testing, Inspection and Certification (TIC) | Bengaluru +20 other locations",194,4.1
IILM,4,456, Greater Noida ,Education & Training,Education & Training | Greater Noida +9 other locations,194,3.3
Jagran New Media,1,638, Noida ,Internet,Internet | Noida +8 other locations,194,4.1
Tech Mahindra Foundation,13,565, New Delhi ,Non-Profit,Non-Profit | New Delhi +24 other locations,194,4.1
SkilloVilla,8,253, Bengaluru ,Education & Training,Education & Training | Bengaluru +3 other locations,194,4.0
Cholayil Private Limited,4,659, Chennai ,FMCG,FMCG | Chennai +32 other locations,194,3.8
DAIMLER TRUCKS ASIA,--,1.2k,N/A,N/A,Chennai +17 other locations,194,4.1
Lizmontagens India,--,682,N/A,N/A,Mumbai +20 other locations,206,4.2
Green Park Hotels,1,670, Hyderabad ,Hospitality,Hospitality | Hyderabad +14 other locations,194,4.0
CENTRUM HOUSING FINANCE,4,501, Mumbai ,Financial Services,Financial Services | Mumbai +67 other locations,194,4.2
Luthra Group Company,12,852, Surat ,Waste Management,Waste Management | Surat +18 other locations,194,4.0
Alp Nishikawa,4,777, Gurugram ,Auto Components,Auto Components | Gurugram +12 other locations,194,4.1
Ushodaya Enterprises,11,747, Hyderabad ,FMCG,FMCG | Hyderabad +28 other locations,194,3.7
DE Shaw,7,2.8k, Hyderabad ,Financial Services,Financial Services | Hyderabad +6 other locations,194,3.2
Biophore India Pharmaceuticals,11,888, Hyderabad ,Pharma,Pharma | Hyderabad +4 other locations,194,3.1
In2IT Technologies,7,1.1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +15 other locations,194,4.2
Techmagnate,31,759, New Delhi ,Marketing & Advertising,Marketing & Advertising | New Delhi +5 other locations,194,4.0
Liebherr Appliances India,60,842, Chhatrapati Sambhajinagar ,Industrial Machinery,Industrial Machinery | Chhatrapati Sambhajinagar +35 other locations,194,3.1
Three D Integrated Solutions Ltd,19,621, Gurugram ,Aviation,Aviation | Gurugram +26 other locations,194,3.7
Modern Business Solutions,--,583, Bengaluru ,Recruitment,Recruitment | Bengaluru +78 other locations,194,3.5
IG Petrochemicals,--,1k, Mumbai ,Chemicals,Chemicals | Mumbai +11 other locations,194,3.2
ICE Data Services,14,1.4k, Hyderabad ,Financial Services,Financial Services | Hyderabad +5 other locations,193,4.1
Oasis Infobyte,--,136, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +27 other locations,194,3.9
Bharat Oman Refineries,--,790, Bina ,Oil & Gas,Oil & Gas | Bina +14 other locations,193,4.4
Pratibha Industries,--,431, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +21 other locations,193,3.5
Marathon Electric India,1,840, Faridabad ,Electrical Equipment,Electrical Equipment | Faridabad +12 other locations,193,4.0
Abu Dhabi National Hotels,--,277, Abu Dhabi ,Hospitality,Hospitality | Abu Dhabi +9 other locations,193,4.8
Mangalam Landmarks,19,132, Pune ,Real Estate,Real Estate | Pune +2 other locations,196,3.2
Accord Synergy,1,403, Vadodara ,Hardware & Networking,Hardware & Networking | Vadodara +27 other locations,193,3.7
Linux Laboratories,3,487, Chennai ,Pharma,Pharma | Chennai +34 other locations,194,4.1
OEN India,--,891, Pune ,Auto Components,Auto Components | Pune +12 other locations,193,3.4
SACHA Engineering,1,1.3k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +9 other locations,194,3.9
Al-Futtaim Group,--,507, Dubai ,Retail,Retail | Dubai +18 other locations,193,2.9
Ksolves India Limited,7,1.1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +12 other locations,194,3.6
Exponentia.ai,53,773, Mumbai ,Emerging Technologies,Emerging Technologies | Mumbai +7 other locations,193,2.9
Ksolves India Limited,7,1.1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +12 other locations,194,3.6
Exponentia.ai,53,773, Mumbai ,Emerging Technologies,Emerging Technologies | Mumbai +7 other locations,193,4.1
Oasis Infobyte,--,136, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +27 other locations,194,3.7
Astec LifeSciences,--,738, Mahad ,Agro Chemicals,Agro Chemicals | Mahad +10 other locations,193,3.3
Bhansali Engineering Polymers,3,736, Abu Road ,Petrochemicals,Petrochemicals | Abu Road +13 other locations,194,4.2
Vijay Tanks & Vessels,--,737, Vadodara ,Engineering & Construction,Engineering & Construction | Vadodara +21 other locations,193,3.7
Futurism Technologies,--,1.1k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +3 other locations,194,4.0
Axalta Coating Systems,5,810, Vadodara ,Chemicals,Chemicals | Vadodara +25 other locations,193,3.9
China State Construction Engineering Corporation,--,588, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +29 other locations,193,4.0
World Health Organization,1,347, New Delhi ,Government,Government | New Delhi +87 other locations,193,3.1
Brainware University,24,546, Kolkata ,Education & Training,Education & Training | Kolkata +2 other locations,193,3.8
Clarion Technologies,17,1.5k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +8 other locations,193,3.9
Motorola Solutions,51,1.6k, Bengaluru ,Telecom,Telecom | Bengaluru +25 other locations,193,3.1
Solugenix India Private Limited,21,1.7k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,193,3.3
Air India Express,8,993, New Delhi ,Aviation,Aviation | New Delhi +26 other locations,193,3.7
Godrej Appliances,--,656, Pune ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Pune +46 other locations,193,3.4
AXIS Solutions,6,738, Hyderabad ,Industrial Automation,Industrial Automation | Hyderabad +17 other locations,193,3.6
Apache Footwear,--,665, Nellore ,Fashion & Textile,Fashion & Textile | Nellore +10 other locations,193,4.0
Indel Money,27,566, Kochi ,NBFC,NBFC | Kochi +71 other locations,194,3.7
Flender,4,1.1k, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +5 other locations,193,3.8
Vensure Employer Services,34,251, Noida ,Recruitment,Recruitment | Noida +4 other locations,193,2.9
Marolix Technology Solutions,--,1k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +3 other locations,193,3.8
Amentum,2,250, Bengaluru ,Defence & Aerospace,Defence & Aerospace | Bengaluru +22 other locations,187,4.5
SCON Projects,--,626, Pune ,Engineering & Construction,Engineering & Construction | Pune +19 other locations,193,4.8
Google Maps,--,156, Hyderabad ,Internet,Internet | Hyderabad +26 other locations,193,4.1
Nuance Transcription Services,--,536, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +10 other locations,192,4.3
Medecins Sans Frontieres,--,400, Mumbai ,Non-Profit,Non-Profit | Mumbai +38 other locations,192,3.8
CodSoft,--,145,N/A,N/A,New Delhi +34 other locations,193,3.9
Mantra Softech,11,1.1k, Ahmedabad ,IT Services & Consulting,IT Services & Consulting | Ahmedabad +23 other locations,192,3.8
Knoldus Inc,2,505, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +3 other locations,192,3.5
The Chennai Silks,2,796, Coimbatore ,Fashion & Textile,Fashion & Textile | Coimbatore +21 other locations,192,3.7
Maharaja Agrasen Hospital,11,727, New Delhi ,Healthcare,Healthcare | New Delhi +13 other locations,192,3.5
Cadsys,1,504, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +4 other locations,192,3.5
CETPA InfoTech,1,760, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +10 other locations,192,3.8
Laxmi India Finleasecap,10,487,N/A,N/A,Jaipur +59 other locations,198,4.0
Arvind Techno Engineers,--,778, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +32 other locations,192,3.7
Japfa Comfeed India Private Limited,4,830, Pune ,Agriculture,Agriculture | Pune +22 other locations,192,3.9
Sun Direct TV,4,628, Chennai ,Telecom,Telecom | Chennai +50 other locations,192,4.3
Manitou Equipment India,--,863, Greater Noida ,Industrial Machinery,Industrial Machinery | Greater Noida +11 other locations,193,3.5
Stats Perform,7,977, Chennai ,Sports & Recreation,Sports & Recreation | Chennai +4 other locations,192,3.3
Affine,9,1.4k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +5 other locations,192,3.9
Jasmin Infotech,8,1.5k, Chennai ,Software Product,Software Product | Chennai +2 other locations,192,3.6
A3logics,--,767, Jaipur ,IT Services & Consulting,IT Services & Consulting | Jaipur +5 other locations,192,3.9
Adcock Ingram,--,844, Bengaluru ,Pharma,Pharma | Bengaluru +12 other locations,192,4.8
SEO Discovery,3,199, Sahibzada Ajit Singh Nagar ,Financial Services,Financial Services | Sahibzada Ajit Singh Nagar +4 other locations,192,4.3
Gennova Biopharmaceuticals,1,810, Pune ,Pharma,Pharma | Pune +9 other locations,192,3.4
SOS Children's Village,12,478, New Delhi ,Non-Profit,Non-Profit | New Delhi +31 other locations,191,3.7
